Epoch,Total Loss,Voltage Loss,Current Loss
0,5943666.0,5943666.0,79051.078125
500,39602.74609375,75.83840942382812,1976421.25
1000,28785.728515625,67.7094955444336,574428.0625
1500,24335.8671875,67.03582763671875,346764.625
2000,15592.28125,66.78594207763672,155321.734375
2500,8021.6357421875,66.73226165771484,66357.59375
3000,4830.33154296875,66.71752166748047,31824.142578125
3500,3033.964111328125,66.72221374511719,17521.0859375
4000,1753.93896484375,66.7234115600586,8502.80078125
4500,920.34716796875,66.72823333740234,3946.814208984375
5000,596.7528076171875,66.73116302490234,2186.817626953125
5500,315.9615783691406,66.73405456542969,989.7989501953125
6000,355.42901611328125,66.73656463623047,1029.044677734375
6500,246.42250061035156,66.73943328857422,628.2490234375
7000,263.8934326171875,66.74126434326172,630.033203125
7500,187.3648681640625,66.74290466308594,392.7481994628906
8000,96.26124572753906,66.74396514892578,140.53717041015625
8500,74.86250305175781,66.74549865722656,86.07171630859375
9000,78.89889526367188,66.74710083007812,93.7510757446289
9500,63.389549255371094,66.7480697631836,59.60227966308594
9999,62.58987808227539,66.74903106689453,58.26096725463867
