Epoch,Total Loss,Voltage Loss,Current Loss
0,0.7986750602722168,0.7986750602722168,0.18585574626922607
500,0.02696312963962555,0.024072229862213135,0.05298123136162758
1000,0.02491558901965618,0.019821718335151672,0.045291073620319366
1500,0.003659497480839491,0.0016330346697941422,0.008387910202145576
2000,0.0035204121377319098,0.001129036070778966,0.007107475772500038
2500,0.0036525109317153692,0.0010692152427509427,0.006235806737095118
3000,0.003786790184676647,0.0011317520402371883,0.005556815303862095
3500,0.0038716187700629234,0.0012615169398486614,0.004990234039723873
4000,0.00385420024394989,0.0014588454505428672,0.004453038796782494
4500,0.003697095438838005,0.0017507083248347044,0.003913360647857189
5000,0.003262180369347334,0.002776637440547347,0.003262180369347334
5500,0.0021076654084026814,0.01796458102762699,0.0021076654084026814
6000,0.0018286658450961113,0.02423964813351631,0.0018286658450961113
6500,0.0016687300521880388,0.03055393695831299,0.0016687300521880388
7000,0.0015417379327118397,0.03664858639240265,0.0015417379327118397
7500,0.0013863424537703395,0.04074782878160477,0.0013863424537703395
8000,0.0011658240109682083,0.04557366296648979,0.0011658240109682083
8500,0.0007328770589083433,0.038397617638111115,0.0007328770589083433
9000,0.0005668746889568865,0.029044151306152344,0.0005668746889568865
9500,0.0004900250933133066,0.025155339390039444,0.0004900250933133066
9999,0.0004269733326509595,0.022986244410276413,0.0004269733326509595
