Epoch,Total Loss,Voltage Loss,Current Loss
0,0.7986750602722168,0.7986750602722168,0.18585574626922607
500,0.025517679750919342,0.024072229862213135,0.05298123136162758
1000,0.0224694162607193,0.019871627911925316,0.0458495169878006
1500,0.0025757295079529285,0.0014325109077617526,0.009053966961801052
2000,0.002331912750378251,0.0009370983461849391,0.007911169901490211
2500,0.0023871040903031826,0.0008346250979229808,0.00704454118385911
3000,0.002488195663318038,0.000805408344604075,0.0064146993681788445
3500,0.0025840168818831444,0.0008039561798796058,0.005889844615012407
4000,0.0026538174133747816,0.0008203705656342208,0.005403987597674131
4500,0.002685533370822668,0.0008508498431183398,0.004927924368530512
5000,0.002667297376319766,0.0008967220783233643,0.004437872674316168
5500,0.002582201734185219,0.000984465004876256,0.0038894410245120525
6000,0.002413091016933322,0.0011348327388986945,0.0032652628142386675
6500,0.002221921691671014,0.0013438408495858312,0.0026947346050292253
7000,0.0020222156308591366,0.0015283136162906885,0.0022338880226016045
7500,0.001826214138418436,0.00158198073040694,0.0019076252356171608
8000,0.0016193147748708725,0.001577039365656674,0.0016298835398629308
8500,0.001373034785501659,0.0015468134079128504,0.0013423679629340768
9000,0.0011094373185187578,0.0015210205456241965,0.001063705887645483
9500,0.0009838255355134606,0.0015350311296060681,0.0009548147208988667
9999,0.0008043833076953888,0.0015921937301754951,0.0007629196043126285
